Word,Count
\ImGuiCol_PopupBg,\,1
2014/12/10,1
pasted,1
'glyph_ranges',1
ImGuiSetCondition_FirstUseEver,1
\mouse-cursor,\,1
\child,\,1
\sorted,\,1
user-facing,1
io.ImeWindowHandle,1
2016/09/01,1
2015/12/04,1
STB_TEXTEDIT_K_,1
\"\STBTT_free"\\,1
reworked,1
Tristan,1
\STBTT_STATIC,\,1
wildcards,1
\&g_pSwapChain,\,1
5.00,1
Alt+Ctrl,1
pBackBuffer->Release();,1
Handler,1
sizeof(),1
arithmetic,1
namespace),1
stbtt_PackSetOversample(),1
\Fallback,\,1
\precision,\,1
transient,1
ImGui::SetCurrentContext(),1
size.x==0.0:,1
stomps,1
'max_width',1
Open,1
user-input,1
ImGuiButtonFlags_DontClosePopups),1
CODEBASE,1
\(CTRL+S)"\,\,1
nfaces,1
io.MouseDown,1
http://github.prideout.net/shapes/,1
Stop,1
fringe,1
Closing,1
Ascent:,1
Credits,1
zero),1
ImGui::SameLine();,1
ideas,1
Gow,1
=0,1
cntrmask,1
#ifndef,1
inserted,1
M+,1
License.txt,1
struct),1
'lj',1
IsMouse**,1
weaknesses,1
directx9:,1
EM,1
D3D11_INFO_QUEUE_FILTER,1
Hook,1
task,1
(win_bg_col.z,1
AddLine,1
+-100,1
set>,1
\"\"\\,1
https://github.com/ocornut/imgui/issues/772,1
requirement,1
1.05,1
filter.DenyList.pIDList,1
ColorButton,1
(*p_selected),1
\stbtt_GetCodepoitnBitmap,\,1
assembly,1
imm32,1
(set,1
\ImGui::Text("\%04d"\,\,1
signature'),1
'cursor',1
\(0.f,1.f)\,1
ImGuiColorEditMode,1
Ptr,1
USER,1
documentation),1
remap,1
\initialization,\,1
smaller/have,1
\small,\,1
2016/09/09,1
(uses,1
\memmove,\,1
resort,1
Multi,1
'vtx_buffer',1
Pos,1
PopID()/TreePop(),1
relying,1
D3D11_STENCIL_OP_KEEP;,1
p->next->x,1
forwarding,1
<user,1
GetBakedQuad,1
draw_list,1
color:,1
\H,S,V\,1
\DXGI_FORMAT_R32_UINT,\,1
PushID(i);,1
REFACTORED,1
ListBoxFooter(),1
sinf,1
filter;,1
importantly,1
chardata_for_range;,1
g_pDepthStencilState->Release();,1
stbtt_CompareUTF8toUTF16_bigendian(),1
countours,1
however,1
(1.13),1
skipping,1
interacting,1
ImGui::Render();,1
MergeMode=true),1
(both,1
venerable,1
sd.BufferDesc.Format,1
right-arrow,1
end(),1
types+operators),1
(stbrp_context,1
Customization:,1
*d3dDebug,1
\edges,\,1
value+label,1
(win_bg_col.y,1
ways:,1
\hard,\,1
Gallery,1
supersampling,1
\[Internal,\,1
Cyrillic),1
one-channel,1
allocator,1
screenshot,1
CalcTextSize,1
Decompression,1
2016/09/04,1
paintTextureDesc.usage,1
horizontally+vertically,1
ctx->IASetInputLayout(g_pInputLayout);,1
\IM_COL32(128,0,0,128));\,1
INVERSE,1
down-arrow,1
hdrsize,1
\u8"\hello"\\,1
ImGuiTreeNodeFlags_NoScrollOnOpen,1
above/below,1
fallthrough,1
use:,1
visualize,1
Everything,1
z-order,1
font..,1
\different,\,1
title_bg_col.x),1
window->WindowPadding().x;,1
Giesen:,1
StartPosY,1
Compound,1
\STB_TEXTEDIT_LAYOUTROW(&r,obj,n)\,1
OOM,1
Avoid,1
(*),1
(box,1
FindBestPopupWindowPos(),1
padded/bordered,1
@@@o@@@@,1
\strings,\,1
strlen(),1
\collapsing,\,1
treenode/treepush,1
through),1
ImGuiMouseCursor_ResizeNESW,1
Johan,1
\"\alpha\,1
\(x1,\,1
preceeding,1
itamago),1
sd.BufferDesc.Format;,1
\changes,\,1
hide;,1
made-up,1
garbled,1
ContentSize.X,1
\plots,\,1
(root,1
re-used,1
Awesome,1
\ctx->OMSetDepthStencilState(g_pDepthStencilState,\,1
\trees,\,1
Cmd/Super/Windows,1
stb/tests/oversample,1
*state),1
Never,1
menu?),1
swapchain,1
gave,1
omit,1
\malloc-from-userdata,\,1
touched),1
misaligned,1
2/,1
Tree->Column->Tree,1
hiragana,1
varying,1
Borders,1
callback),1
\chain,\,1
z,1
(WIP),1
dealing,1
Bugfixes:,1
picker),1
\"\##empty"\\,1
Demonstrate/test,1
\pairs,\,1
tesselate,1
Size.x),1
activation,1
populating,1
\inline,\,1
peek,1
weld,1
\cx,cy\,1
font_cfg_template->FontDataOwnedByAtlas,1
\table,\,1
ContainerAtlas->ConfigData,1
bugfixes:,1
\io.Fonts->AddFontFromFileTTF("\myfontfile2.ttf"\,\,1
2016/09/11,1
Codepoint,1
\"\aaa\,1
\reads,\,1
batch,1
\cursors,\,1
\x,y;\,1
(2011-12-03),1
p,1
\STBTT_MACSTYLE_DONTCARE,\,1
\contents,\,1
\surfaces,\,1
ImFormatString(),1
measured,1
seem,1
\"\split"\\,1
CleanupDeviceD3D(),1
leaving,1
secs,1
CTRL+A,1
(1.47),1
CONVERSIOn,1
Columns(1),1
desc.FrontFace.StencilFunc,1
bars,1
'p_open',1
*context,1
ImGui_ImplDX11_WndProcHandler(HWND,1
STB_TEXTEDIT_KEYTOCHAR,1
animations,1
offset/type,1
\0.5f:center,\,1
Mikko,1
\(1.0f,1.0f)\,1
beyond,1
button/node,1
in-between,1
Int,1
File:,1
Zero-terminated,1
(clamp,1
Begin*(),1
\both,\,1
_NoTreePushOnOpen,1
Cold,1
\Latin,\,1
\viewport,\,1
Integer,1
right-aligned,1
\ImVec2(0.0f,\,1
so..,1
&g_pRasterizerState);,1
non-linear,1
htonl(m_remoteAddress.GetAddress());,1
transpose,1
retention,1
\u8"\my\,1
qsort(),1
x>0.0f,1
thousands,1
gContext.mMatrixOrigin;,1
counter-clockwise,1
Rasterizer,1
ImGui::GetFloatRef(key);,1
clipped),1
grabbable,1
ImGuiMouseCursor_,1
Font->Scale,1
eee,1
Hovered,1
(2009-03-11),1
random-access',1
Create/destroy,1
\1.06,\,1
*),1
degrees,1
stbtt_PackEnd(),1
\"\##foobar"\\,1
hlineto/vlineto,1
g.IO.MouseDragMaxDistanceSqr,1
surrogate,1
\(SUCCEEDED(g_pd3dDevice->QueryInterface(__uuidof(ID3D11Debug),\,1
(unused),1
n/a,1
Button+SameLine,1
buttons:,1
TextUnformatted(),1
\group_bb.Max,\,1
finds,1
horizontal+vertical,1
*redoing*,1
FallbackGlyph->XAdvance,1
(g_pVertexConstantBuffer),1
it'll,1
WE_HAVE_A_SCALE,1
2016/05/12,1
config.MergeMode,1
0x10000),1
ideal,1
most-common,1
(void*),1
\0)',\,1
(void**)&d3dDebug))),1
\LastItemIsActive',\,1
hflex1,1
places,1
compatible,1
Showing,1
stbtt_GetCodepointBitmap(),1
stiched,1
equality,1
stbtt_PackFontRangesGatherRects,1
\memcpy,\,1
\ImVec2(0,400)\,1
(res,1
(persistent),1
\"\closing"\\,1
'ElemCount',1
3D->2D,1
CreateDeviceD3D(HWND,1
undo),1
\write,\,1
bits+shift,1
scene,1
subfamily,1
4/,1
save/restore,1
minimum/maximum,1
dialog,1
fills),1
corruption/crash,1
STB_TEXTEDIT_*,1
It's,1
mode),1
Think,1
TexDesiredWidth,1
dif,1
dsvDesc.ViewDimension,1
\'rects',\,1
NONE,1
kind,1
(introduced,1
\unreasonable,\,1
typematic,1
2017/07/20,1
\"\mesh"\\,1
my_log;,1
IdxBuffer.Data,1
http://en.wikipedia.org/wiki/HSL_and_HSV,1
depth-stencil,1
Vertically,1
BeginFrame,1
(ImGuiAlign,1
relied,1
new_a,1
authored,1
bitmask,1
duplicates,1
CTRL+mouse,1
\menus,\,1
count),1
non-popup,1
ID3D11Debug,1
ordering/blocked,1
tracks,1
hue),1
sd.BufferDesc.Height,1
(2015-07-14),1
nav,1
triangles),1
selection;,1
style/optimization:,1
\GFontAtlas),\,1
2016/05/02,1
\labels/IDs."\\,1
\column,\,1
shifts,1
flexible,1
\duplication,\,1
close/open,1
stroke,1
AABB,1
intermediate,1
upon,1
ImGuiSetCond_FirstUseEver),1
\(0,0)+Size-Scroll)\,1
\IME,\,1
\Button("\Play##foo2"\);\,1
\"\per\,1
frame-rate,1
.ttf/.ttc,1
initialization,1
Arial,1
compilers,1
<1.0f,1
j,1
i+1'th,1
\(0,0,0,0)\,1
utf16..,1
\"\word!!!"\\,1
(GetCounter(),1
desc.FrontFace;,1
\newline,\,1
\font->AddRemapChar(),\,1
Advanced/subtle,1
directly),1
policies,1
complain,1
\header,\,1
incremental,1
label!),1
2+,1
instruction,1
persistence,1
AltGR,1
deltaInfo,1
s[12],1
blow,1
'stbrp_rect',1
submitted,1
g_pd3dDeviceContext->Release();,1
'*',1
(stb),1
DWORD,1
spheres,1
ImVec2(destinationPosOnScreen.x,1
\"\column\,1
accordingly,1
extending,1
ImGuiKey_,1
\secs"\\,1
\__uuidof(ID3D11Texture2D),\,1
\printf("\%ws\n"\,\,1
(pr,1
non-quantized,1
intermediates,1
tight,1
65,1
font-specific,1
w/2D,1
GetWindowFont(),1
\Still,\,1
ContentsRegionMax,1
naive,1
ID3D11InfoQueue,1
\Newcomers,\,1
Prepare,1
Collapse,1
g_pFontTextureView->Release();,1
vvcurveto,1
half_sz.y,1
badly,1
overlap),1
(Haemimont,1
sscanf,1
#218),1
Dump,1
'texture_id',1
coordinates),1
versus,1
apple,1
initialized,1
font_index=0,1
\11,\,1
Present,1
blend_factor[4],1
Designed,1
(note,1
\"\opical"\\,1
\ggg!"\\,1
Auto-fit,1
PrimXXX,1
(#402),1
\"\"\;\,1
(I,1
\tint_col,border_col\,1
PopID(),1
feel,1
stb_textedit_cut(STB_TEXTEDIT_STRING,1
g_mainRenderTargetView->Release();,1
Floor,1
#203),1
spatially,1
\SetNextWindowPos(pos,\,1
altered,1
\0/1),\,1
crappy,1
FindGlyph,1
calls),1
0..GetcolumnsCount(),1
vtx_buffer[],1
ditch,1
(ImGui-side,1
deltaMatrix,1
inverted.),1
cleared,1
_NoOptions,1
g.Font,1
vmoveto,1
Valid,1
\appears,\,1
Configuration,1
io.KeysDown,1
4GB,1
THOSE,1
XYZ,1
&g_pFontSampler);,1
Sorry,1
rrcurveto,1
ActivatedTime,1
device->interf->swapChainPool.Free(result.id);,1
(slow),1
io.ClipboardUserData,1
smallish,1
ImGuiSimpleColumns,1
\Scrolling"\\,1
GetTextData***,1
djb2,1
\drawList->AddCircle(destinationPosOnScreen,\,1
warped,1
6.54,1
\etc,\,1
VtxBuffer.Data,1
light,1
math.h,1
STB_TEXTEDIT_K_DELETE,1
stbtt__buf,1
Losing,1
ctx->RSSetState(g_pRasterizerState);,1
\bitflag,\,1
primitive,1
ClearState()...,1
spans,1
million-line,1
demonstrating,1
\auto,\,1
terminated,1
idiom,1
serious,1
communicate,1
PathFill(),1
reimplement,1
.log,1
terminology,1
rect),1
ButtonRepeatStack.back(),1
sizeof(dsvDesc));,1
references,1
err(res);,1
==============,1
author,1
Order,1
inverted,1
\SetNextTreeNodeOpened(bool,\,1
'cmd_lists_count',1
(differentiate,1
clicked),1
curly,1
WindowRect,1
I/O,1
filtering),1
on),1
case-insensitive,1
(20,1
empty),1
\(non-saved,\,1
computations),1
V...),1
computing:,1
\ImGui::GetDefaultFontData(NULL,\,1
\disabled,\,1
\Again,\,1
darkens,1
hundreds,1
jump,1
sane,1
supplies,1
ImVec2(const,1
imgui.h),1
Ensure,1
GetWindowDrawList(),1
dimension,1
latter,1
GImGui->FontSize),1
Override,1
ImGuiSetCondition_FirstUseEver),1
\HOWEVER,\,1
tries,1
GStyleVarInfo[],1
window's,1
IsKeyPressedMap(ImGuiKey_C)),1
beforehand,1
DX9,1
Examples,1
latency),1
#71),1
\device->d3dDevice->CreateDepthStencilView(pBackBuffer,\,1
examples/opengl_example/,1
NewFrame,1
\Button("\Play"\);\,1
game,1
\(axis,\,1
\"\default_open\,1
Petschulat,1
sizeof(STB_TEXTEDIT_CHARTYPE),1
STBI_NO_STDIO,1
want:,1
**Avoid,1
Occasionally,1
2016/04/26,1
\(#143,\,1
remote,1
uniquer,1
Modal,1
1.02,1
\"\render"\\,1
company,1
braces,1
smallest,1
construction/destructions,1
NBM,1
\compute,\,1
purely,1
posix,1
RenderIntoRects,1
&g_pVertexConstantBuffer);,1
\A,\,1
Converting,1
now),1
(composed,1
quantized,1
g_pPixelShaderBlob,1
n'th,1
polygon-stroke,1
Wrapper,1
\offset,\,1
(toggle,1
'macStyle',1
\long-lived,\,1
\&png_data,\,1
Fully,1
(all,1
platforms/settings,1
(transparent),1
numberOfCounters,1
\L-systems,\,1
request..,1
FIXME-ROUNDING,1
there),1
positions/sizes,1
messes,1
atm,1
(4x1,1
\slow,\,1
tied,1
teleport,1
\FontBaseScale,\,1
fairly,1
guts,1
\ImVec2(-1,0)))\,1
visuals,1
-(2.0f,1
translated,1
1.13,1
tessellation,1
Navigation,1
address!),1
experienced,1
NewFrame),1
wholly,1
independent,1
O(log,1
CUSTOM,1
(maximum,1
g_pVertexShaderBlob->Release();,1
Paste,1
Transformations,1
0.4b,1
ImDrawList*,1
glibc,1
fraction,1
Push/Pop,1
\comparison,\,1
ButtonBehavior),1
size_arg,1
1.7,1
\"\shutdown"\\,1
hashing,1
\blend"\\,1
\was,\,1
IsWindowCollapsed(),1
stbtt__edge_compare);,1
~2/3,1
charstrings,1
contexts),1
utf-8,1
Vinyard,1
\Font,\,1
units,1
value1,1
distinct,1
nothings/sb,1
====================,1
stbrp_allow_out_of_mem(),1
hstem,1
sequence:,1
WPARAM,1
'CmdBuffer',1
h_oversample=1,1
\"\unscaled"\\,1
font1,1
Replacement,1
'BufDirty',1
\insertion/deletion,\,1
RAM,1
shaped,1
requirements,1
MATTHEW,1
\twice,\,1
Tooltips,1
widget;,1
mWorldToLocalAxis;,1
CalcItemWidth(),1
desc.RenderTarget[0].DestBlendAlpha,1
thread-safe,1
ctrl-RIGHT,1
PushTextWrapPos(0.0f);,1
TreePop;,1
module,1
D3D11_RENDER_TARGET_VIEW_DESC,1
(DC.CursorPos,1
calculates,1
z),1
lol,1
\However,\,1
recursing,1
\g_pd3dDevice->CreateRenderTargetView(pBackBuffer,\,1
Winklemann:,1
\fail,\,1
fishy,1
down;,1
font_index'th,1
stb_textedit_click,1
FindGlyph(FontFallbackChar),1
(ascent,1
-1:,1
ImGuiStyleVar_Alpha,1
_Channels[],1
sourcePosOnScreen.y);,1
unallocated,1
CurrentWindow,1
canoncialize,1
Name/ID,1
characters;,1
#479),1
\CreateContext(),\,1
ImGui::CollapsingHeader*(),1
\states,\,1
\style.AutoFitPadding,\,1
defalt,1
\SetNextWindowSize(size,\,1
SetWindowFontScale(),1
\TreeNodeEx(label,\,1
\"\points"\,\,1
\single-line,\,1
spam,1
recomputing,1
shorts,1
hashed,1
vsubsample,1
(g_mainRenderTargetView),1
start),1
ImGui::PushAllowKeyboardFocus(bool)\nto,1
'for,1
\STB_TEXTEDIT_DELETECHARS(obj,i,n)\,1
NEEDS,1
\stack,\,1
robust,1
window->DrawList->PushClipRectFullScreen();,1
\&g_mainRenderTargetView,\,1
logging/error,1
Hatched,1
\messages,\,1
(g.ActiveId,1
bytes):,1
cursors,1
PushFont()/PopFont(),1
change),1
github),1
\cases,\,1
pushed/poped,1
abs(size),1
small/thumbnail,1
flex-depth,1
richer,1
Edit&Continue,1
sd.SampleDesc.Count,1
i.e,1
History,1
\stacked,\,1
\ImDrawList,\,1
Dereference,1
cursor/select_start/select_end,1
non-scrolling,1
programatically),1
\tr"\\,1
Text*(),1
duration,1
(what,1
\pvar,\,1
wasn't,1
desc.RenderTarget[0].BlendEnable,1
\hovered"\,\,1
multi,1
cap,1
RenderTriangles()',1
vlineto,1
matrix),1
levels,1
ImDrawList::AddArc(),1
\"\moves"\\,1
'lj'),1
\RenderText(),\,1
2/3,1
ImGuiWindowFlags_AlwaysAutoResize,1
\Right,\,1
Enum,1
'io.WantCaptureKeyboard=false',1
\ImGui::Text("\Hello,\,1
ranges),1
\.,;!?'"\\,1
longer,1
k'th,1
\1.0,\,1
on-screen,1
\(#456,\,1
brokenness,1
(reset,1
lower-level,1
Determine,1
7.72,1
ImGui::TreePop();,1
window->Rect(),1
\shortcuts,\,1
widgets/helpers,1
Obsolete,1
lets,1
(2012-07-24),1
Relies,1
smear),1
\headers,\,1
PopButtonRepeat(),1
accounts,1
textwrapped:,1
PushItemWidth(-1),1
scrollable,1
ImDrawList::AddText(),1
1.42+,1
WindowRectClipped,1
DragSpeedDefaultRatio,1
2016/05/01,1
thoroughly,1
2017/05/01,1
default_val,1
\IM_COL32(0,128,0,128)\,1
Scaling,1
Could,1
rule;,1
rlineto,1
ExampleAppLog,1
FontSize,1
Indent()+PushId(),1
\optional,\,1
\enum,\,1
(afterward,1
pixel-perfect,1
centering/positioning,1
gContext.mModel.v.position,1
event:,1
interpolation,1
breakpoint,1
Wraps,1
\aspect,\,1
*entire*,1
that),1
t);,1
focused/edited,1
foreground,1
trouble,1
TRUE;,1
Scrollbar(),1
GetContentRegionMax()/GetWindowContentRegionMin()/GetWindowContentRegionMax(),1
assert((idx_offset,1
'window->RootWindow',1
origin;,1
\through,\,1
false],1
\integers,\,1
Double-Click,1
(internals),1
DXGI_FORMAT_R8G8B8A8_UNORM;,1
realloc,1
text;,1
unaltered),1
Ctrl+Enter,1
\logging,\,1
reverse,1
SetNextWindowContentSize(),1
char),1
fontsize=0.0,1
IMGUI.CPP,1
\listed,\,1
Truetype,1
flow,1
intersecting,1
Effectively,1
ttf_buffer,1
STBTT_PLATFORM_ID_MAC,1
License,1
CTRL+Wheel,1
\,\,1
op),1
ImGuiStyleVar_ButtonTextAlign,1
PushStyleCompact()?),1
\ctx->VSSetShader(g_pVertexShader,\,1
\result,\,1
\allocator,\,1
IMGUI_DISABLE_OBSOLETE_FUNCTIONS,1
(extremely,1
relies,1
ifs,1
Yet,1
Become,1
STBTT_PLATFORM_ID_MICROSOFT;,1
NOTREACHED,1
g_pPixelShaderBlob->Release();,1
Inline,1
\#2,\,1
front-to-back,1
\"\Command\,1
'width+2',1
was_packed,1
\building,\,1
label+value,1
\ImGui::Text("\Name"\);\,1
1KB,1
ScrollTargetRelY,1
idx_buffer.Size,1
(tm,1
Ivan-Assen,1
SUPER-CRAPPY,1
\verts,\,1
STB_TEXTEDIT_K_LINESTART2,1
0-based,1
Focus,1
EndMenu(),1
|=,1
(NB-,1
ONE,1
honor,1
qualities,1
Transform,1
InputCharacters,1
\style.ItemSpacing.x,\,1
either:,1
convenience:,1
first-class,1
Pitch,1
\layers,\,1
\"\scroll\,1
successive,1
\IMGUI,\,1
window/group,1
PackBegin/PackEnd,1
IndentX;,1
(#335),1
window->DrawList->PopClipRect();,1
lineGap,1
orthogonal,1
Tor,1
\(D3D11CreateDeviceAndSwapChain(NULL,\,1
SameLine),1
data->EventChar,1
someone,1
ImGuiTreeNodeFlags_DefaultOpen),1
https://github.com/prideout/par,1
IndexXAdvance,1
'SetNextWindowSizeConstraint',1
\speed-up,\,1
base:,1
intersect_with_current_clip_rect=false),1
RAW,1
Indices,1
LCID..,1
(aligned,1
window->SizeContents,1
\memset(&filter,\,1
cff,1
1.8,1
IM_COL32(),1
Auto-tessellated,1
\"\CLEAR"\\,1
Philip,1
Reserve,1
cartesian,1
brand,1
GetMouseCursor(),1
strategy,1
checking:,1
facing,1
matrices,1
quirk,1
ButtonTextAlign,1
\n,\,1
(rotated,1
Hou,1
7.68,1
traditional,1
late,1
\ZeroMemory(&sd,\,1
present,1
A..Z,1
(sqrt(2,1
(dragged),1
ComboBox(),1
INTEGRATING,1
0.0->1.0f,1
nonsense,1
printf-style,1
SetScrollFromCursorPos(),1
auxiliary,1
\x0,x1\,1
(packed,1
happen),1
opposite:,1
MOST,1
SliderFloat(),1
incorrectly,1
str_id,1
menu.),1
inclusive,1
ContentSize.y,1
5.0f,1
bottleneck,1
\minimize,\,1
VR,1
\"\BASELINE"\\,1
(#197),1
auto-resize,1
Cleans,1
\ImDrawList::PathArcTo(),\,1
Johnson:,1
right-side,1
SameLine(pos_x),1
g_pVertexShaderBlob,1
id),1
BulletText(),1
\DestroyContext(),\,1
va_copy,1
Thanks,1
reassigning,1
\icosahedron,\,1
correctly,1
&swapChain->dsv);,1
Remember,1
Those,1
height_in_items,1
\char,\,1
incoherently,1
Written,1
(1+),1
who,1
\that,\,1
completing,1
Makes,1
LaValle,1
line*,1
Comparing,1
(headers),1
IM_ASSERT(_EXPR),1
\&swpCh->rtv,\,1
(can't,1
config.OversampleH,1
pool_t:,1
Maybe,1
ContentSize.Y,1
\on,\,1
Return?),1
'Z',1
PressedOnClickRelease,1
Init(),1
Pop,1
\vertex),\,1
BIG-ENDIAN..,1
allocations:,1
blending),1
PushID(my_ptr);,1
0.07,1
sourcePosOnScreen,1
tenuous,1
SetScrollPosHere(),1
2014/11/07,1
multiview,1
(UV,1
radians,1
SIZE,1
User-editable,1
(inc,1
\alignment,\,1
iterators,1
uses),1
\overrides,\,1
STB_TEXTEDIT_LAYOUTROW,1
\"\word,,,,"\,\,1
231,1
\my_log.Draw("\title"\);\,1
2015/05/27,1
-1.f);,1
fonts?',1
out-of-temp-memory,1
g.Style.FramePadding.y);,1
Sum,1
realloc),1
#126),1
\solution,\,1
accidental,1
\DrawList->AddText,\,1
extra_fonts/README.txt,1
http://mollyrocket.com/forums/index.html,1
yield,1
sd.Windowed,1
Redeclare,1
little-endian,1
\3-ways,\,1
carried,1
patches,1
those),1
initialize_state:,1
modifies,1
x/y,1
IO.Font->,1
back-and-forth,1
http://mplus-fonts.sourceforge.jp/mplus-outline-fonts/index-en.html),1
<typename,1
style.Colors[ImGuiCol_TextDisabled]);,1
handles,1
\COMPILER,\,1
far),1
stbtt_IsGlyphEmpty,1
finite,1
\FontSize,\,1
'cheap,1
USING,1
Pull,1
COMPLETION,1
UI),1
\anti-aliased,\,1
\ZeroMemory(&render_target_view_desc,\,1
AllowOverlap,1
stb_compress(),1
simulating,1
400,1
color),1
IMGUI_DEFINE_MATH_OPERATORS,1
(#97),1
2016/03/21,1
\ccc,ddd\,1
nuisance,1
key-ups.),1
intent,1
GetWindowIsFocused(),1
2009-2016,1
Command-line,1
\success,\,1
misses),1
submitting,1
\+,*,/\,1
better/worse,1
lists],1
desc.DepthWriteMask,1
size==0.0f:,1
\world\n"\,\,1
va_arg,1
exponential,1
on-curve,1
\translation,\,1
center-align,1
\ctx->IASetIndexBuffer(g_pIB,\,1
desc.DepthClipEnable,1
STB_TEXTEDIT_K_TEXTEND2,1
welded,1
popups/menus:,1
shutdown(),1
2016/05/07,1
\"\popup"\\,1
size-fitting,1
move-up,1
ImGuiCol_TitleBg/ImGuiCol_TitleBgActive,1
0.30f,1
Control,1
255.0f,1
20-sided,1
(2011-12-01),1
stbrp_pack_rects(),1
'IMGUI_ONCE_UPON_A_FRAME,1
popped,1
\"\key"\\,1
LPCTSTR,1
identity,1
events:,1
ideograms,1
logic/widget,1
xor,1
decodes,1
consists,1
KeysDown[512],1
\theory,\,1
\details,\,1
p592,1
ImGui::PushFont()/PopFont(),1
imgui_impl_xxxx.cpp,1
ImGuiTreeNodeFlags_CollapsingHeader,1
Logic,1
swapChain->swapChain->Release();,1
=================,1
\it),\,1
values),1
PushID(obj);,1
glfwSetCharCallback(),1
v_speed,1
IME),1
CodepointBox,1
(~bump,1
(1.14),1
desc.RenderTarget[0].DestBlend,1
ImGui::GetDrawData(),1
\"\Play"\\,1
repeatedly,1
(window->Flags,1
(2012-07-26),1
success,1
shortcuts:,1
vhcurveto,1
InputText+Build,1
library:,1
clarity,1
33,1
title_bg_col.w,1
\friend,\,1
function!),1
lacking,1
MyAssert(_EXPR),1
Adding,1
layering,1
skeleton,1
https://github.com/nothings/stb/issues/188),1
Much,1
tesselation,1
#249),1
\&featureLevel,\,1
ImGuiTreeNodeFlags_NoTreePushOnOpen,1
(disable,1
\GetTreeNodeToLabelSpacing(),\,1
addr;,1
\AA,\,1
value:,1
list--it's,1
epsilon,1
\InputText,\,1
LOC),1
IO.SetClipboardTextFn,1
\sizes,\,1
\scrollbars,\,1
\deleted,\,1
\displayed,\,1
0x7e30,1
float_format,1
\Button("\Play##foo1"\);\,1
clipping/scrolling.),1
ItemWidth,1
ImGui-side,1
dump,1
item-list,1
Bugfixes,1
'advance',1
PackEnd,1
start/end,1
v_oversample=1,1
dragged,1
\Optionally,\,1
culled,1
extras,1
<0.0:,1
2015/07/18,1
log.end());,1
variations,1
1.0f/60.0f;,1
MousePos,1
\GetFont(),\,1
LERP(T,1
\"\"\,\,1
absurdly,1
I'm,1
obviously),1
PushStyleColor(),1
non-overlapping,1
60;,1
\"\&Save"\\,1
socket,1
japanese,1
recognize,1
0.6c,1
stretch,1
ImGui::Selectable(),1
execution,1
Capture,1
ImGui::PushFont()/ImGui::PopFont(),1
dangerously,1
dodgy,1
non-square,1
\content-creators,\,1
machine),1
Pixels,1
insertable,1
0.0:,1
clang,1
*height,1
K,1
htons(m_remoteAddress.GetPort());,1
theory,1
Unpack,1
Optimization,1
g_pInputLayout->Release();,1
Brian,1
node/graph,1
TAB/SHIFT+TAB,1
\"\name:\,1
legacy,1
2x,1
Stay,1
static_assert,1
WM_MOUSEWHEEL,1
NULLify,1
'out_stride',1
inputs),1
STARTED,1
Notes:,1
D3D11_BLEND_ZERO;,1
\iy1-iy0,\,1
Plot(char*,1
arise,1
efficiency),1
Keep,1
stbtt_FindMatchingFont(),1
\Ctrl+Enter,\,1
vstemhm,1
\(x1,y1,width,height)\,1
\"\Cancel"\,\,1
pos==clip_min,1
FramePadding.x*2,1
bounded,1
(X:,1
DXGI_USAGE_RENDER_TARGET_OUTPUT;,1
xyz,1
glyph-based,1
material,1
https://github.com/nothings/stb/issues/188,1
LPARAM,1
\(SliderFloatX,\,1
poles,1
widget),1
mobile,1
ImVec4((win_bg_col.x,1
(1.18),1
PushButtonRepeat(true),1
collapser,1
SetCurrentContext(),1
dummy_i,1
click/release,1
solution],1
\below,\,1
ImGui.,1
Already,1
CALL,1
odd,1
Matching,1
lParam);,1
\ctx->VSSetConstantBuffers(0,\,1
STB_TEXTEDIT_UNDOCHAR_COUNT,1
ID),1
\"\C"\\,1
each),1
Collapsing*(),1
target_id+1,1
XY,1
wc.hInstance);,1
play,1
1/0,1
-------------------------------------------------------------,1
\UTF-8,\,1
keyboard/mouse,1
contours,1
\Cut,\,1
!WasActive,1
ButtonEx(),1
Multi-selection,1
ImHash(Name),1
insecure),1
\scale,\,1
(g.FontSize,1
stbtt_GetPackedQuad,1
'static',1
treated,1
IM_VEC4_CLASS_EXTRA,1
\blend_factor,\,1
\drop,\,1
Upper-left,1
Solely,1
spc->pack_info;,1
Daniel,1
(41208,1
BeginChild()->Begin(),1
multi-component,1
\English,\,1
release:,1
a..z,1
\clicking,\,1
translation/rotation,1
(where,1
2015/03/08,1
informal,1
gfx,1
(shared),1
\Zero-tolerance,\,1
(Advanced,1
\declaration,\,1
non-active,1
\ImGui::Text("\ID"\);\,1
STB_TEXTEDIT_K_WORDRIGHT,1
scanlines,1
300-400,1
RepeatDelay/RepeatRate,1
http://www.patreon.com/imgui,1
left-clicked,1
weird,1
1280.0f;,1
wired,1
\attempt,\,1
Debugging,1
modified),1
Desired,1
\descender,\,1
gfx::INVALID_ID,1
(ShowTestWindow()/ShowStyleEditor()/ShowUserGuide(),1
FindBestPopupWindowPos),1
\output,\,1
unicode),1
\query,\,1
Andersson:,1
520,1
includes:,1
cells,1
executing,1
NETCODE_H,1
Restore,1
\matrixTranslation[3],\,1
\sizeof(e[0]),\,1
cmdRecordingTimerStart));,1
Mogwai,1
ImGuiMouseCursor_ResizeNWSE,1
FontTexUvWhitePixel,1
2015/02/11,1
\"\\1"\;\,1
\(TreeNode("\node"\))\,1
CTRL+Left/Right,1
(it,1
\STBTT_moveto,\,1
Reinalter,1
